measurement_id,object_name,object_plane_depth_z_m,image_path,w_p1_x,w_p1_y,w_p2_x,w_p2_y,h_p1_x,h_p1_y,h_p2_x,h_p2_y,actual_width_mm,actual_height_mm,estimated_width_mm,estimated_height_mm,width_signed_error_mm,width_absolute_error_mm,width_percentage_error,height_signed_error_mm,height_absolute_error_mm,height_percentage_error
1,Dell OptiPlex 7060 SFF,2.2,data/experiments/IMG_7069.JPG,1895.5,2690.0,2058.0,2690.0,1976.5,2435.0,1976.5,2945.0,92.6,290.0,89.46915980535564,281.0167625056653,-3.1308401946443496,3.1308401946443496,3.381036927261717,-8.983237494334674,8.983237494334674,3.097668101494715
2,Dell OptiPlex 7060 SFF,2.5146,data/experiments/IMG_7084.JPG,2016.5,2695.5,2158.0,2695.5,2085.5,2475.0,2089.0,2916.0,92.6,290.0,89.1355138401092,277.9065213178298,-3.4644861598907966,3.4644861598907966,3.7413457450224583,-12.0934786821702,12.0934786821702,4.17016506281731
3,Dell OptiPlex 7060 SFF,3.1242,data/experiments/IMG_7090.JPG,2010.5,2676.5,2129.0,2677.5,2069.5,2494.5,2070.0,2859.5,92.6,290.0,92.72949736624025,285.7192981500452,0.12949736624025832,0.12949736624025832,0.13984596786205003,-4.2807018499548235,4.2807018499548235,1.4761040861913184
4,FILA sandals box,2.54,data/experiments/IMG_7099.JPG,1594.0,2451.0,1775.5,2449.0,1682.0,2202.5,1687.5,2697.5,127,356,114.54225682288725,312.8144156507304,-12.457743177112746,12.457743177112746,9.80924659615177,-43.18558434926962,43.18558434926962,12.130782120581353
5,Giovanni shoe box,2.54,data/experiments/IMG_7102.JPG,2176.0,2331.5,2420.0,2333.0,2297.0,2029.0,2299.0,2635.5,152.0,416.0,154.71778007983636,382.6881600430345,2.717780079836359,2.717780079836359,1.7880132104186572,-33.311839956965514,33.311839956965514,8.007653835809018
